"ID"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"njc62"	0	0	0	1.29	0	0	0.09	0	0.16	0.04	0.02	0	0.04	0	0	0.07	0.09	0.04	0.04	0.09	0.09	0.07	0.07	0.04	0.09	0.07	0	0.04	0	0.07	0.02	0.13	0.09	0.16	0.07	0.11	0	0.16	0.11	0.07	0.07	0.09	0.04	0.04	0.04	0.02	0.11	0.22	0.04	0.16	0.04	0.11	0.04	0.07	0	0.04	0.04	0	0.13	0.11	0.04	0.04	0.13	0.09	0	0.04
"njc63"	0.25	5.29	11.76	10.53	6.54	0.49	2.01	8.74	1.12	1.02	0.69	0.24	1.91	0.13	9.13	13.83	0.02	4.8	0.09	10.6	1.6	0.36	24.63	3.03	3.16	2.18	0.76	0.38	1.89	3.47	1.25	9.31	1.62	0.31	1.09	4.96	0.62	0.71	2.56	1.56	23.03	14.14	0.8	0.31	2.49	21.48	0.38	4.25	0.51	4.81	7.93	2	1.71	1.69	0.91	62.51	26.6	0.24	0.16	0.67	28.73	2.8	2.76	0.82	1.42	14
"njc64"	0.02	2.11	0.07	0.11	0	0	1.54	0.24	0.92	0.04	0.42	0.04	0.16	0.02	0.04	0.29	0	0.51	0.02	0.07	1.26	0.2	0.02	0.85	0.11	1.92	0.07	0.11	0.71	1.4	0.36	0.02	0.76	0.07	0.24	2	0.09	0.91	0.91	1.51	0.11	0.02	0.67	0.02	4.23	0.4	0.18	0.36	0.29	4.49	0.42	0.09	0.02	0.53	0.04	0.64	0.09	0.02	0	0.07	0.11	0.18	0.36	0.56	0.09	0.76
"njc65"	2.36	2.98	1.16	0.85	0.04	1.02	5.82	1.78	2.93	2	1.09	0.13	1.31	0.33	3.71	1.62	1.16	3.11	1.58	3.8	2.65	0.64	3.6	2.23	0.49	10.22	4.98	0.69	2.82	3.67	1.14	6	2.69	1.96	1.53	13.27	1.56	3.47	2.91	6.65	2.4	4	3	0.67	7.72	4.49	2.71	3.91	2.47	8.28	3.87	3.42	2.58	3.91	0.62	1.71	1.09	0.4	0.82	4.33	3.89	0.87	2.11	2.71	1.27	2.52
"njc66"	0	0	0.04	0	0	0	0	0	0.02	0.02	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0.02	0	0	0	0.09	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0.2	0.11	0	0	0	0.02	0.04	0	0	0	0.49	0
"njc67"	0	0.02	0	0	0	0	0.89	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0.53	0	0	0	0.51	0	0	0.16	0	0	0.31	0.04	0	0.02	0	0.18	0	0	0.02	0	0	0.04	0	0	0	0	0	0.02	0.44	0	0
"njc68"	0.02	0.18	0.04	0.09	0	0	0.22	0.24	0.07	0	0	0	0.04	0	0	0	0	0.49	0	0	0.09	0.02	0	0.02	0	0.87	0	0.04	0.02	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0.02	0.02	0.02	0	0.02	0.09	0	0.09	0.33	0	0
"njc69"	3.45	14.59	11.4	2.23	24.86	22.62	13.22	18.67	15.43	12.41	16.84	38.77	12.96	1.31	12.6	22.79	17.58	16.55	17.19	19.31	13.15	1.93	19.6	24.23	12.72	30.27	5.54	12.38	10.03	7.87	7.77	15.45	23.65	4.87	13.76	24.67	18.99	11.8	10.62	24.48	11.45	17.99	15.87	13.76	8.85	31.57	23.28	8.87	19.44	7.28	25.04	9.03	15.2	12.83	18.05	6.03	36.25	23.58	16.96	13.47	12.73	18.74	13.08	25.01	14.69	15.58
"njc70"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc71"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc72"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc73"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc74"	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0	0.02	0	0.04	0.02	0	0	0	0	0	0.02	0	0	0.04	0	0	0.02	0.02	0.02	0	0	0.02	0.02	0	0	0	0	0	0.02	0	0	0.02	0.02	0	0.02
"njc75"	0.27	2.89	0.24	0.24	0	0.44	10.61	0.42	4.89	0.78	1.13	0.36	0.44	0.16	0.58	0.71	0.16	1.02	0.13	0.96	3.64	0.53	1.2	2.11	0.76	3.45	0.36	0.36	3.47	6.76	0.98	0.31	2.18	0.27	1.18	3.51	0.47	2.82	2.71	2.74	0.13	0.2	2.33	0.16	8.47	1.76	0.49	0.69	1.29	8.23	1.67	0.22	0.16	1.71	0.47	1.42	0.62	0.24	0.09	0.18	0.6	2.24	2.49	1.27	0.84	2.78
"njc76"	0	0	0	0.71	0.02	0.07	0.07	0	0.16	0.2	0.02	0.11	0	0	0	0	0	0	0	0.07	0.27	0.02	0	0	0.02	0.02	0	0.02	0	0.02	0	0.02	0	0	0.02	0	0.11	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0	0.02	0.27	0	0	0.11	0.04	0	0	0.02	0.02	0	0.02	0.02
"njc77"	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0.02	0	0.02	0	0	0	0.02	0	0	0	0	0	0.02	0.04	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0.02	0.02	0	0	0	0	0
"njc78"	0.09	2.16	0.96	0.13	0	0.36	4.12	1.49	2.01	0.6	0.44	0	0.96	0.2	1.78	1.11	0.29	2.36	1.16	1.49	1.8	0.29	1.64	1.2	0.18	6.59	2.38	0.49	1.71	2.56	0.65	2.85	1.29	0.78	0.8	8.51	1.16	2.07	1.96	4.31	0.09	1.45	2.04	0.38	5.38	2.13	1.71	0.04	1.47	5.83	1.64	0.02	1.42	2.07	0.24	1.27	0.29	0.27	0.36	0.02	2.22	0.42	1.42	1.64	1.09	1.2
"njc79"	0	0	0	0.71	0.02	0.02	0	0	0.07	0.04	0.02	0.09	0	0	0	0	0	0	0	0.04	0.04	0.02	0	0	0	0	0	0.02	0	0	0	0.02	0	0	0	0	0.09	0.02	0	0	0	0.02	0	0	0	0.02	0	0	0.02	0	0	0	0	0.02	0.16	0	0	0.04	0.02	0	0	0.02	0.02	0	0	0
"njc80"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc81"	0.02	0.18	0.04	0.11	0	0.02	0.22	0.24	0.07	0	0	0.22	0.04	0	0	0	0	0.49	0	0	0.09	0.02	0	0.02	0	0.87	0	0.07	0.02	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0.02	0.02	0.02	0	0.02	0.09	0	0.09	0.33	0.04	0
"njc82"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc83"	4.03	17.58	13.71	0.16	23.41	27.96	15.65	21.61	17.37	15.88	19.87	36.57	19.21	1.8	13.82	30.44	22.76	21.15	20.48	22.71	16.7	3.2	22.16	27.19	20.32	36.6	6.03	20.6	13.16	13.63	10.22	18.07	32.34	6.69	17.43	30.78	29.59	15.96	14.65	29.86	13.29	21.1	20.29	21.94	15.81	33.53	26.13	12.59	23.53	13.64	29.56	13.18	19.8	18.83	29.65	4.16	39.52	32.28	21.69	16.13	12.91	23.05	17.62	27.52	18.13	19.88
"njc84"	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc85"	0	0.04	0.02	0	0	0	0.04	0.04	0.11	0	0	0.04	0.2	0.04	0.04	0.04	0	0.07	0.02	0.04	0.46	0.16	0	0.02	0.16	0.13	0.02	0.09	0.07	0.13	0.09	0.04	0.16	0.09	0	0.13	0.02	0.04	0.02	0.18	0.02	0.02	0.11	0.02	0.13	0.02	0	0.4	0.04	0.09	0.13	0.11	0.02	0.2	0.04	0	0.02	0	0.02	0.07	0.04	0	0.09	0.04	0.04	0.18
"njc86"	0	0.16	0.04	0.09	0	0	0.11	0.24	0	0	0	0	0.04	0	0	0.02	0.02	0.42	0	0	0.03	0	0	0	0	0.76	0	0	0.07	0.07	0.02	0	0	0	0.07	0.62	0	0.13	0.13	0.51	0	0	0.27	0	0.04	0.04	0.07	0.02	0.07	0.02	0	0	0	0.2	0	0	0	0	0	0	0.07	0	0.13	0.31	0	0.02
"njc87"	0	0.04	0.02	0	0	0	0.04	0.04	0.11	0	0	0.04	0.2	0.04	0.04	0.04	0	0.07	0.02	0.04	0.46	0.16	0	0.02	0.16	0.13	0.02	0.09	0.07	0.13	0.09	0.04	0.16	0.09	0	0.13	0.02	0.04	0.02	0.18	0.02	0.02	0.11	0.02	0.13	0.02	0	0.4	0.04	0.09	0.13	0.11	0.02	0.2	0.04	0	0.02	0	0.02	0.07	0.04	0	0.09	0.04	0.04	0.18
"njc88"	0.02	0.2	0.04	0.09	0	0	1.14	0.24	0.42	0.07	0	0	0.07	0	0	0.02	0.02	0.51	0	0.04	0.12	0.02	0.02	0.02	0	1.45	0.04	0.09	0.09	0.18	0.02	0.02	0.02	0.02	0.07	1.64	0.07	0.18	0.2	1.33	0.09	0	0.44	0.02	0.13	0.42	0.18	0.07	0.09	0.04	0.22	0.02	0	0.24	0.02	0.02	0.07	0.02	0	0.04	0.16	0	0.18	0.87	0	0.02
"njc89"	0	0	0	2	0	0.02	0	0	0.07	0.04	0	0.09	0	0	0	0	0	0	0	0.04	0.03	0.02	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.02	0.02	0	0	0	0.04	0	0	0	0.02	0	0	0.02	0	0	0	0	0.02	0.02	0	0	0.02	0.02	0	0	0.02	0.02	0	0	0
"njc90"	0.02	0	0.02	0.02	0.02	0.02	0	0	0	0.04	0.02	0.24	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0.09	0.04	0	0.04	0	0.02	0	0.02	0	0	0.09	0.02	0	0	0	0	0	0.02	0.04	0	0	0.02	0	0.02	0	0	0	0	0.13	0	0	0.02	0	0.02	0.02	0	0	0	0.04	0
"njc91"	0.02	0	0.02	0.02	0	0.02	0	0	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.02	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc92"	0.07	0.22	0.96	0.13	0	0.38	2.7	1.49	1.18	0.56	0.02	0.22	0.96	0.18	1.76	0.87	0.29	2.27	1.13	1.47	0.89	0.18	1.62	0.36	0.18	5.48	2.31	0.47	1.04	1.27	0.31	2.85	0.64	0.78	0.56	7.11	1.09	1.18	1.07	3.34	0	1.45	1.71	0.38	1.25	1.78	1.58	0.02	1.25	1.36	1.33	0	1.42	1.89	0.24	0.62	0.22	0.24	0.36	0	2.18	0.24	1.22	1.36	1.09	0.49
"njc93"	0.02	0.18	0.04	0.09	0	0	0.22	0.24	0.07	0	0	0	0.04	0	0	0	0	0.49	0	0	0.1	0.02	0	0.02	0	0.87	0	0.04	0.02	0.07	0	0	0.02	0.02	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.07	0.09	0.11	0.07	0.04	0	0.04	0.02	0	0.18	0	0.02	0.02	0.02	0	0.02	0.09	0	0.09	0.33	0	0
"njc94"	0	0	0.04	1.31	0	0.02	0	0	0	0	0	0.22	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.04	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.53	0
"njc95"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc96"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc97"	0.04	0.11	0.09	0	0.04	0.18	0.07	0.13	0.16	0.16	0.04	0.04	0.2	0.02	0.16	0.07	0.09	0.24	0.13	0.33	0.23	0.04	0.07	0.04	0.33	0.31	0	0.07	0.09	0.04	0.02	0.2	0.04	0.04	0.09	0.27	0.09	0.04	0.02	0.51	0.07	0.24	0.07	0.33	0.07	0.07	0.87	0.18	0.04	0	0.11	0.29	0.2	0.24	0.22	0.02	0.16	0.29	0.24	0.2	0.09	0.02	0.11	0.27	0.02	0.02
"njc98"	2.09	18.55	20.2	4.43	26.21	28	13.15	25.77	16.99	15.03	20.49	41.42	19.85	1.6	14.6	33.29	22.14	21.71	19.25	25.09	18.25	3.27	30.78	27.06	22.1	29.9	1.42	21.36	12.83	14.74	10.17	15.98	32.32	5.36	17.38	20.96	29.86	14.09	14.67	26.08	17.4	22.15	19.64	22.03	14.1	31.01	24.26	11.03	22.06	11.44	28.4	10.89	18.12	16.97	31.05	16.99	40.24	32.77	21.51	12.36	18.78	24.52	17.86	26.18	17.84	23.37
"njc99"	0	0.16	0.04	0.11	0	0.02	0.09	0.24	0	0	0	0.22	0.04	0	0	0	0	0.4	0	0	0.03	0	0	0	0	0.69	0	0.02	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0.04	0
"njc100"	0	0	0.04	1.29	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0.04	0	0.02	0.02	0	0	0	0	0	0	0	0.11	0	0.22	0.11	0	0.07	0	0	0.04	0	0	0	0.51	0
"njc101"	0.07	0.22	0.96	0.11	0	0.36	2.7	1.49	1.18	0.56	0.02	0	0.96	0.18	1.76	0.87	0.29	2.27	1.13	1.47	0.89	0.18	1.62	0.36	0.18	5.48	2.31	0.44	1.04	1.27	0.31	2.85	0.64	0.78	0.56	7.11	1.09	1.18	1.07	3.34	0	1.45	1.71	0.38	1.25	1.78	1.58	0.02	1.25	1.36	1.33	0	1.42	1.89	0.24	0.62	0.22	0.24	0.36	0	2.18	0.24	1.22	1.36	1.04	0.49
"njc102"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc103"	0	0.16	0.04	0.11	0	0.02	0.09	0.24	0	0	0	0.22	0.04	0	0	0	0	0.4	0	0	0.03	0	0	0	0	0.69	0	0.02	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0.04	0
"njc104"	2.54	3.36	1.36	0.16	0.76	1.51	5.31	1.82	3.01	2.25	2.14	4.45	1.87	0.29	3.89	2.18	1.64	3.43	1.78	3.91	3.67	0.71	4	2.56	0.91	10.47	5.16	1.76	3.02	4.18	1.36	6.22	3.93	2.02	1.84	13.45	2.85	3.85	3.36	6.74	2.49	4.14	4.24	1.2	8.18	4.42	2.98	4.11	2.76	8.59	4.47	3.69	2.8	4.47	1.6	1.76	1.87	0.98	1.11	4.53	4.27	0.96	2.47	2.53	1.51	3.14
"njc105"	0	0	0	0.04	0	0	0.13	0.04	0.38	0	0.02	0	0	0.02	0.02	0.02	0.04	0.16	0	0	0.12	0.02	0.11	0.22	0	0	0.02	0	0	0.02	0.11	0	0.18	0	0	0	0.04	0.04	0.02	0	0	0	0.11	0	0.11	0.04	0	0	0.29	0.09	0.13	0	0	0.18	0.07	0.18	0.09	0.02	0	0	0	0	0.22	0	0.02	0.04
"njc106"	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc107"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc108"	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0.02	0	0.09	0	0	0.09	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.02	0	0.02	0	0	0	0	0	0	0	0	0	0	0.2	0.11	0	0	0	0	0.04	0	0	0	0.49	0
"njc109"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc110"	0	0.16	0.04	0.11	0	0.02	0.09	0.24	0	0	0	0.22	0.04	0	0	0	0	0.4	0	0	0.03	0	0	0	0	0.69	0	0.02	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0.04	0
"njc111"	0	0.16	0.04	0.11	0	0.02	0.09	0.24	0	0	0	0.22	0.04	0	0	0	0	0.4	0	0	0.03	0	0	0	0	0.69	0	0.02	0	0	0	0	0	0	0	0.51	0	0	0	0.38	0	0	0.27	0	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0	0	0	0	0	0	0.04	0	0.09	0.22	0.04	0
"njc112"	4.17	17.24	13.89	66.1	24.21	28.65	16.43	21.5	18.42	16.41	20.49	41.17	20.05	1.78	13.98	30.95	23.36	20.91	20.74	22.98	18.82	3.53	22.63	27.33	21.21	36.65	6.2	21.72	13.14	14.08	10.62	18.56	33.72	7.07	17.72	30.56	30.86	16.11	14.71	30.24	13.38	21.35	21.62	22.56	15.72	34.15	26.51	13.54	23.91	13.6	30.71	13.69	20.07	19.61	30.98	4.07	40.44	32.99	22.24	16.47	13.07	23.14	18.49	27.87	17.96	21.86
"njc113"	0	0.02	0.02	0	0	0	0.02	0	0.09	0	0	0.02	0.11	0	0.02	0.04	0	0.02	0	0.04	0.29	0.07	0	0	0.11	0.11	0	0.07	0.04	0.11	0.02	0.02	0.09	0.07	0	0.09	0.02	0.02	0.02	0.13	0.02	0.02	0.07	0	0.09	0	0	0.31	0.02	0.02	0.09	0.07	0.02	0.18	0.04	0	0.02	0	0	0.04	0.02	0	0.07	0.04	0.04	0.04
"njc114"	0	0.16	0.04	0.16	0	0.02	0.22	0.29	0.38	0	0.02	0.22	0.04	0.02	0.02	0.02	0.04	0.56	0	0	0.16	0.02	0.11	0.22	0	0.69	0.02	0.02	0	0.02	0.11	0	0.18	0	0	0.51	0.04	0.04	0.02	0.38	0	0	0.38	0	0.11	0.09	0.04	0	0.33	0.09	0.13	0	0	0.36	0.07	0.18	0.09	0.02	0	0	0.04	0	0.31	0.22	0.07	0.04
"njc115"	4.17	17.24	13.93	0.8	24.19	28.63	16.36	21.5	18.36	16.3	20.47	41.15	20.03	1.78	14	30.95	23.36	20.93	20.74	23.07	18.64	3.53	22.72	27.33	21.16	36.62	6.2	21.74	13.14	14.05	10.55	18.56	33.7	7.07	17.69	30.56	30.84	16.11	14.71	30.24	13.38	21.37	21.62	22.58	15.72	34.15	26.51	13.54	23.91	13.6	30.71	13.69	20.07	19.61	30.96	4.16	40.44	32.9	22.22	16.47	13.11	23.14	18.49	27.87	18.42	20.75
"njc116"	2.34	0.42	1.16	0.13	0	1	6.64	1.76	2.9	1.82	0.18	0	1.13	0.2	3.6	1.31	1.18	2.94	1.51	3.67	1.72	0.33	3.62	1.62	0.33	8.71	4.89	0.58	2.85	4.25	0.93	5.93	2.38	1.85	1.4	11.58	1.27	3.45	2.89	5.6	2.4	3.96	3.04	0.64	4.54	4.07	2.58	3.47	2.22	5.47	3.31	3.31	2.56	3.49	0.29	1.31	0.98	0.33	0.78	4.29	3.91	0.73	1.96	2.42	1.16	2.18
"njc117"	2.96	1.33	2.64	0.73	0.04	6.54	2.03	3.05	1.99	4.89	3.38	2.33	6.98	0.42	3.78	8.32	6.53	4.83	3.82	6.11	4.09	1.42	6.36	2.96	8.54	7.66	3.05	9.22	3.29	5.31	2.78	6.91	10.34	3	4.27	8	11.94	4.36	3.8	6.18	5.33	7.05	5.89	8.98	4.05	3.96	3.82	7.74	4.94	3.56	6.82	7.78	6.11	7.65	12.84	0.82	4.69	9.39	5.51	7.13	4.44	4.45	5.03	3.05	3.2	6.08
"njc118"	0.02	0.18	0.09	0.09	0	0	0.22	0.24	0.07	0	0	0	0.04	0	0.02	0	0	0.51	0	0.09	0.09	0.02	0.09	0.02	0	0.87	0	0.09	0.02	0.07	0	0	0.02	0	0	0.87	0.16	0.02	0.07	0.64	0.09	0.02	0.29	0.02	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0.2	0.13	0.02	0.02	0	0.02	0.13	0	0.09	0.33	0.49	0
"njc119"	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc120"	0	0.16	0.09	0.09	0	0	0.09	0.24	0	0	0	0	0.04	0	0.02	0	0	0.42	0	0.09	0.03	0	0.09	0	0	0.69	0	0.04	0	0	0	0	0	0	0	0.51	0.09	0	0	0.38	0	0.02	0.27	0.02	0	0.04	0.04	0	0.04	0	0	0	0	0.18	0.2	0.11	0	0	0	0	0.09	0	0.09	0.22	0.49	0
"njc121"	0	0	0	1.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"njc122"	0	0	0	0.02	0	0.02	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
"njc123"	2.36	3	1.16	0.18	0	1.05	8.07	1.76	3.46	2.07	1.09	0.27	1.13	0.29	3.73	1.67	1.2	3.11	1.58	3.78	2.74	0.53	3.65	2.25	0.38	10.25	5.03	0.62	2.89	3.8	1.05	5.96	2.62	1.85	1.62	13.25	1.51	3.69	3.16	6.67	2.4	4	3.04	0.64	7.74	4.51	2.71	3.49	2.49	8.37	3.76	3.31	2.56	3.74	0.42	1.73	1.09	0.45	0.82	4.29	4.04	0.91	2.05	2.8	1.33	2.49
"njc124"	0.02	0.22	0.07	0.11	0	0.02	0.4	0.27	0.2	0.02	0.04	0	0.09	0	0.04	0.09	0.09	0.6	0.04	0.09	0.22	0.13	0.11	0.11	0.09	1	0.02	0.09	0.11	0.22	0	0.13	0.16	0.16	0.04	1	0.07	0.33	0.29	0.8	0.18	0.04	0.42	0.04	0.18	0.13	0.22	0.24	0.11	0.29	0.09	0.13	0.02	0.24	0	0.09	0.09	0.02	0.13	0.13	0.29	0.07	0.2	0.42	0.02	0.13
"njc125"	0	0.02	0	0	0	0	0.89	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0.53	0	0	0	0.51	0	0	0.16	0	0	0.31	0.04	0	0.02	0	0.18	0	0	0.02	0	0	0.04	0	0	0	0	0	0.02	0.44	0	0
"njc126"	0.02	0.18	0.04	0.09	0	0	0.22	0.24	0.07	0	0	0	0.04	0	0	0	0	0.49	0	0	0.09	0.02	0	0.02	0	0.87	0	0.04	0.02	0.07	0	0	0.02	0	0	0.87	0.07	0.02	0.07	0.64	0.09	0	0.29	0	0.04	0.09	0.11	0.02	0.04	0	0.04	0.02	0	0.18	0	0.02	0.02	0.02	0	0.02	0.09	0	0.09	0.33	0	0
