"Taxa"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"jarjarbinks_3"	"goose_4"	"padme_5"	"korra_6"	"padme_6"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"	"ophelia_9"
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena absiana"	5e-04	5e-04	5e-04	0.00075	0.0015	0.00125	0.00025	0	0	0.00075	0.00125	0.0105	0.00025	0.01275	0	0	5e-04	0	0.00075	0	0	0.000375	0	0	0.00025	0.001	0	0	0	0.00075	0	0.00125	0.0015	0.0045
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella clara"	0.00125	0.0225	0.00025	0.00025	0	0.001	0	0.0015	0	0.00025	0.00275	0.00275	0.00025	0	0	0.00075	0.00075	0.001	0	0	0	0.000625	0.00025	0	0	0.00025	0.00025	5e-04	0	0.00025	0.00025	5e-04	5e-04	5e-04
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides humanifaecis"	5e-04	0.00525	0.00025	0.00325	0.001	0.00475	0	0.00025	0	0.0015	0.001	0.002	0.0015	0.00075	0	0.0015	0.0065	0.00175	0.00025	0	0	0.002	0	0	0.00025	0.000125	0	0	0.00025	0.00175	0.000375	0.00025	0.00025	0.001
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena contorta"	5e-04	0.00075	0.00025	0.00075	0.00075	0.00175	0	0	0	5e-04	0.001	0.00925	0.00025	0.01075	0.00025	0	0.00025	0	0.001	0	0	0.000375	0	0	0.00025	5e-04	0	0	0	0.00325	0	0.00125	5e-04	0.00325
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella herbatica"	0	0	0.00025	0	0	0	0.00025	0	0	0	0.005	0	0	0.00275	0	0	0.0155	0	0	0	0	0	0	0	0	0.011625	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora indolis"	0.001	5e-04	0.00075	0.001	0.003	0.0015	0.00025	0.00175	0.00125	0.002	0.00075	0.0035	0.00075	0.00625	0	0.00025	0	0	5e-04	0	0	0.003125	0	0	0.00025	0.001375	0.00025	5e-04	0.00025	0.00025	0	5e-04	5e-04	0.0015
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Peptococcaceae|g__Peptococcus|s__Peptococcus niger"	0.00175	0.00575	0.00025	0.00025	0.00075	0.00375	0.00075	0	0	0	0	0.00475	0.00175	0	0.00025	0	0	0	5e-04	0	0.00025	0.001375	0.00025	0	5e-04	0	0.001	0	0	0	0	0	0.0015	0.00675
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium pullorum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125	0.0275	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella vaginalis"	0.00075	0.001	0.001	0.001	0.001	0.00075	0.001	0	0.00025	0.001	0.00075	0.001	0	0.003	0.00025	0	0.00525	0.00025	0.00025	0	0	0.000125	0	0.000375	0.00025	0.000125	0	0.00025	0	0.00075	0.003	0.00125	0.0035	0.00025
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus ilei"	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0.000125	0	0	0	0	0	0.00025	0	0	0	0	0	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__|s__Clostridium leptum"	0	0.00275	0	0.00025	0	0.0025	0	0.0015	0	0.00025	0.00025	0.001	0.001	0.0015	0	0	0.00025	0	0	0	0	0.00125	0.00575	0	0	0.000125	5e-04	0.002	0	0.00225	0.000375	5e-04	0	0.00275
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera micronuciformis"	5e-04	0.00025	0.00075	0	0.00025	0	0.00075	0	0.001	0	0.00075	0	0	0.0015	0	5e-04	0	0	0.00125	0	0.00075	5e-04	0.00075	0.0015	0.002	0.006	0.00025	0	0.00075	0.00375	0.00025	0.00175	0.001	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora sphenoides"	0.00075	0.001	0.0015	0.00125	0.00175	0.00175	5e-04	0.001	0.0015	0.00075	0.00075	0.00175	5e-04	0.003	0.00025	5e-04	0	0	5e-04	0	0	0.003	0	0	0.00075	0.000875	0	5e-04	0	0.00025	0	0.001	0.00025	5e-04
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella buccae"	0.001	0	0.00075	0.00025	0.00025	5e-04	0.002	5e-04	0	0.00125	0	5e-04	0.001	0	0.00025	0.00075	0	0	0.00075	0	0.006	0.002625	0.00225	0	0.001	0	0.00075	5e-04	0	0	0	0	0.002	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium phoceensis"	0	0	0	0	0	0.002	0	0	0	0	0	0.01275	5e-04	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.00425	0.0035
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides ovatus"	0	0	0	0	0	0.00025	0.00025	0.00025	0	0	0.01	0.00025	0	0.0055	0	0.00025	0.002	0	0.00025	0	5e-04	0.000125	0.00025	0	0	0.000875	0.00175	0	0	0	0.000125	0.0015	0	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides xylanisolvens"	0.00025	0.00075	0	0.00025	0.00025	5e-04	0	0.00225	0	0	0.00325	0.00075	5e-04	0.00025	0	5e-04	0.001	0.00025	0	0	0.00075	0.000625	0.0015	0	0.00025	0.000125	0.005	5e-04	0	0.00025	0.00025	0.00375	0	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola barnesiae"	0.00025	5e-04	0.00025	0.00025	5e-04	0.00075	5e-04	0	0.00075	0.00075	0.00025	0.003	0.00125	5e-04	0	0.001	0.002	5e-04	0.00075	0	0	0.0015	0	0.00025	5e-04	5e-04	0	0	0	0.00125	0.00025	0.001	0.0015	0.001
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lacrimispora|s__Lacrimispora amygdalina"	5e-04	0.00025	0.00025	0.00125	0.0015	0.00025	5e-04	0.00025	5e-04	0.00125	5e-04	0.00175	0.00025	0.004	0.00025	5e-04	0.00025	0	5e-04	0	0	0.002	0	0.000125	5e-04	0.00125	0.00025	5e-04	0	0	0	0	0.00175	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Porcincola|s__Porcincola intestinalis"	0.00025	0.00025	0.00075	0.00025	0.0015	0	0.00025	0.00025	0.00125	0.00075	0.00025	0	0.00025	0.00075	0	5e-04	0	0	0.00175	0	0.001	0.000875	0	0.000375	5e-04	0.004625	0.00025	0	0.00075	5e-04	0	0.00175	0.00125	5e-04
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella intestinihominis"	0.00025	0.0015	0.00025	0.00025	0	0.0015	0	0.0015	0	0	0.00075	0.00075	5e-04	0.00025	0	0.001	0.003	0	0	0	0.00025	0.003	5e-04	0	0.00025	0	0.00125	0.001	0	0.00025	0	0	0.0025	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium urinimassiliense"	5e-04	0.00075	0.00125	0	5e-04	0.001	5e-04	0.00025	0.0015	0	5e-04	0.00125	0.00075	0.0035	0	0	0	0	5e-04	0	0.00025	0.001125	0	0	5e-04	0.00125	0	0.00025	0	0.00125	0	0	0.00225	0.001
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Waltera|s__Waltera intestinalis"	0.00025	5e-04	5e-04	0.00075	0.00075	5e-04	5e-04	0.00025	0.00125	0.00075	5e-04	0.00075	5e-04	0.001	0	0.00025	0.00075	0	0.00225	0	0.00025	0.002875	0	5e-04	0	0.0015	0.00025	0.00025	5e-04	5e-04	0	0.001	5e-04	0.00025
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio|s__Succinivibrio dextrinosolvens"	0	0	0.00025	0	0	0	0.002	0	0	0	0	0	0	0	0.0035	0	0	0.01	0	0	0	0.001375	0	0.001	0	0	0	0	0	0	0	0.0015	0	0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium myosotis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00175	0.015	0.00025	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides eggerthii"	0	0.00075	0	0	0.00025	0	0	5e-04	0	0	0.01075	5e-04	0	0.0045	0	0	0.00075	0	0	0	0	0.000125	0	0	0	0.000125	0	0.00025	0	0	0	0	0	0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium reuteri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125	0.01225	0.00075	0	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecalis"	0	0	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0.014	5e-04	0	0.00025	0	0	0	0.002	5e-04	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hominisplanchenecus|s__Hominisplanchenecus faecis"	0.00025	5e-04	0.00025	0.00025	0.00175	0	0.00025	5e-04	0.00025	0.00025	5e-04	0.00025	5e-04	0.0025	0	0.00025	0.00025	0	0.00075	0	0.00025	0.002125	0.00025	0	5e-04	0.00175	0.00025	0	0.00025	0.00025	0	5e-04	5e-04	0.00075
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Xylanibacter|s__Xylanibacter oryzae"	0	0	0	0	0	0	5e-04	0	0	0	0.00225	0	0	0.0025	0	5e-04	0.003	0	0	0	0.00025	0	0	0	0	0.007	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia hominis"	0	0	5e-04	0	0.00025	0.004	0	0.00025	5e-04	0	0	0.002	0.002	0.00025	0	0	0	0	0.00025	0	0.00025	0.002125	0	0	0	0.000375	0	0	0	5e-04	0.000125	5e-04	5e-04	0.0015
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Marvinbryantia|s__Marvinbryantia formatexigens"	0.00025	0.00025	0.00025	0.00025	0.00025	5e-04	5e-04	0	0.00075	0.00025	0.00025	0.00075	0	0.001	0	0.00075	0.00025	0	0.001	0	0.00025	0.001125	0.00075	0.000125	0.001	0.0015	0.00025	0.00025	5e-04	0.00025	0	0.001	0.00075	0.00075
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster clostridioformis"	0.00025	0.00025	0.00025	0.00025	0.00125	0	0.00025	0	0	0.00075	0.00025	0.0015	0	0.00325	0	0.00025	0	0	0.00025	0	0.00025	0.0015	5e-04	0	0.00075	0.001125	0	0.00025	0	0.00025	0	0	0.00125	0.001
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Colibacter|s__Colibacter massiliensis"	0	0	0.00025	0	0	0	0.00025	0	0.00075	0	0.001	0	0	0.00275	0	0.00025	0.00025	0	0.00025	0	0.00025	0.00025	0	0.000875	5e-04	0.006625	0	0	0.00025	0.00025	0	0.00075	0	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus vulneris"	0	0.00025	0	0.00025	0	0	5e-04	0	0	0	0	0	0	0.00025	0	0	0	0	0	0.013875	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides koreensis"	0	0	0	0	0	0.00025	0	0.00025	0	0	0.009	0.00025	0	0.001	0	0	0.00075	0	0.00025	0	0	0	5e-04	0	0	0.000375	0.00175	0	0	0	0.000125	5e-04	0	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium perfringens"	0	0	5e-04	0	0	0	0	5e-04	5e-04	0	0	0	0	0	0	0	0	0	0	0.0015	0.00125	0	0.00025	0	0	0	5e-04	0.00925	0	0	0.000375	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas bubulae"	0.0055	0.00825	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0.000125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium rousetti"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275	0.00975	5e-04	0	0.001375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena orotica"	0.00025	0	0.00025	0.00025	0.00075	0.00025	0	0	0	5e-04	5e-04	0.00175	0	0.0055	0	0	0.00025	0	5e-04	0	0	0.00025	0	0	0	0.000875	0	0	0	0.00075	0	5e-04	0.00025	0.001
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium edouardi"	0.00025	0.00025	0.00075	0.00025	0.00125	0.00075	0	0.00075	5e-04	0.00025	0.00075	0.00025	0.00025	0.00275	0	0	0	0	0	0	0	0.001625	0	0	0.00025	5e-04	0	5e-04	0.00025	5e-04	0	5e-04	0.00025	5e-04
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Thermophilibacter|s__Thermophilibacter mediterraneus"	0.00025	0.0015	0.00025	0	0.00025	0	0	0	0	0	0	0.001	0	0.00025	0	0.00025	0.00725	0.00025	0	0	0.00025	0.000125	0	0	0	0	0.00025	0	0	0.00025	0.00025	5e-04	5e-04	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__Paramuribaculum intestinale"	0.00025	0	0.00025	0.00025	0.00025	5e-04	0.00025	0	0	0	0	0.0015	5e-04	0	0	5e-04	0	0.00025	0.00075	0	0	0.00175	0	5e-04	0.00025	0	0	0	0.00025	0.0015	0	0.00025	0.0025	0.00125
"k__Bacteria|p__Mycoplasmatota|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Asteroleplasma|s__Asteroleplasma anaerobium"	0	0.00075	0	0	0	0.00075	0	0	0	0	0.002	0	5e-04	0.00075	0	0	0.007	0	0	0	0	0.0015	0	0	0	0	0	0	0	0.00025	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Clostridioides|s__Clostridioides difficile"	0	0	0	0	0	0	0	0.00825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00475	0	0	0	0	0	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella stercoris"	0	0.001	0	0	0	0	0	0	0	0	5e-04	0.00025	0	5e-04	0	0	0.00825	0	0	0	0.00025	0.000125	0	0	0	0	0	0	0	0.00075	0.000125	5e-04	0.00025	0.00025
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus oricebi"	0	0.00025	0	0.00025	0	0	0	0	0	0	0	0.00025	0	0.00025	0	0	0	0	0	0.010375	0.00025	0.00075	0	0.00025	0	0.000125	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus koreensis"	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115	0.00025	0.00025	0	0	0	0	0	0.00025	0	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Anaerobiospirillum|s__Anaerobiospirillum succiniciproducens"	0	0	0.00025	0	0	0	0.001	0	0	0	0	0	0.00025	0	0.00025	0	0	0.0075	0	0	0	0.00175	0	0	0	0	0	0	0	0	0	0.00125	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium paraputrificum"	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0.00025	0	0	0	0	0.0095	0	0	0.000125	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella freteri"	0.00025	0	0	0.00025	0	0	0.00025	0	0	0	0.001	0.00025	0.00025	5e-04	0	0.00175	0.00225	5e-04	0.00025	0	0	0.00075	0	0.000125	0	0.000375	0	0	0	5e-04	0	5e-04	5e-04	5e-04
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella maculosa"	0.00025	0	0.00025	0	0	0	5e-04	0	0	0.00025	0.0015	0	5e-04	5e-04	0	0	0.00075	0	0	0	0.0015	0.000625	5e-04	0	5e-04	0.002125	0.00025	0	0	0	0	0	0.00025	5e-04
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Acutalibacteraceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus senegalensis"	0	0.00075	0	0.00025	0	0.00025	0	0.00075	0	5e-04	0.00025	0.00075	0.00075	0.00075	0	0	0.00025	0	0	0	0.00025	0.000875	0.002	0	0	0.000125	0.00025	0.00025	0	0.00025	0.000125	0	0	0.001
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium samirii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.00875	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides faecis"	0	0	0	0.00025	5e-04	0.00125	0	0	0	0	0	0.00025	0.00025	0	0	0	0	0	0	0	0.001	0.00075	0.0015	0	0	0	0.00325	0	0	0	0	0	0	0.00075
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Duncaniella|s__Duncaniella dubosii"	0	5e-04	0.00025	0	0	0	0.00025	0	0	0	0.0035	0	0	0.001	0	0	0.00275	0	0	0	0	0	0.00025	0	0	0.000625	0	0.00025	0	0	0	0	0	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Canicola|s__Canicola haemoglobinophilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00625	0.00025	0.001125	0.00025	0.000625	0.00025	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides caecigallinarum"	0.00025	0	0	0	0	0	0	0	0	0	0.001	0.002	0	0.00025	0	0	5e-04	0	0.00025	0	0	0.000125	0	0	0	0.000625	0	0	0	0	0	0	0.001	0.0025
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia coli"	0	0	0	0	0.00025	0	0	0	0	0	0	0	0.00075	0	5e-04	0	0	0	0	0.000375	0.00075	0	0.001	0.00125	0	0	5e-04	0.00025	0.0015	0	0.001	0.00025	0	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus oralis"	0	0	0	0	0	0	0.00025	0	0	0	0	0.00025	0	0	0	0	0	0	0	0.00725	0	0	0	0	0.00025	0	0	0.00025	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus sanguinis"	0	0	0	0	0	0	0	0	0	0	0	0.00025	5e-04	0	0	0	0	0	0	0.005125	5e-04	0.00025	0.00075	0	0.00025	0	0	5e-04	0	0	0.000125	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Kineothrix|s__Kineothrix alysoides"	0	5e-04	0.00025	0	5e-04	0	0.00025	0.00025	0	0.00025	0	0	0	0	0.00025	0	0	0	5e-04	0	0.00025	0.001125	0.00025	0.000375	5e-04	0.00075	0	5e-04	0.00025	0.00025	0	5e-04	0.00075	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter kilianii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0.00775	0	0	0	0	0	0	0	0	0	0	0.00025	0	0	0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella|s__Parolsenella catena"	0	0.00025	0.00025	0	0	0.00025	5e-04	0	0.00025	0	0	0.00025	0.00025	0	0	0	0.004	0	0	0	0	0	0	0.000125	0	0	0	0	0	0.00025	0.000125	0.00025	0.00025	0.001
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio crossotus"	0	0	0	0	5e-04	0	0	0.00025	5e-04	0.00075	0.00025	0	0	0.00025	0	0.00025	0.00025	0	0.00025	0	0	0.001125	0	0.000125	0.00025	0.001125	0	0.00025	0.00025	0	0.00025	0.001	0	0.00025
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium callanderi"	0	5e-04	0	0.00025	0	0	0	0	0	0.00025	0.00025	0.00175	0	0.003	0	0	0.00025	0	0.00025	0	0	0	0	0	0	0.00025	5e-04	0	0	0	0	0	0	0.00025
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella marseillensis"	0	0	0.00025	0	0	0	5e-04	0	0	0	0.002	0	0	5e-04	0	0	0.001	0	0	0	0	0	0	0	0	0.00325	0	0	0	0	0	0	0	0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium cebidarum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00025	0.00675	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Marseilla|s__Marseilla massiliensis"	0	0	0	0	0	0	0.0035	0	0	5e-04	0	0.00025	5e-04	0.00025	0	0	0	0	0	0	0.00125	5e-04	0.00025	0	0	0	0	0	0	0	0	0	0.00025	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio fibrisolvens"	0	0.00025	0	0	0.00025	0	0	0.00025	0.00025	0.00025	0.00025	0	0	5e-04	0	0	5e-04	0	0.00025	0	0	0.00175	0	0.000125	0.00025	0.00075	0.00025	0.00025	0.00025	0	0	5e-04	0	0.00025
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium hapali"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0.005	0	0	0.001125	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia argi"	0	0	5e-04	0	0.00025	0.00125	0.00025	0	5e-04	0.00025	0	0	0.001	0	0	0	0	0	0	0	0.00025	0.000625	0	0.00025	0	0.00075	0	0	0.00025	0.00025	0	0	0.00025	0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia albertii"	0	0	5e-04	0	0.00025	0	0	0	0	0	0	0	0	0	0.00025	0	0	0	0	0.000125	5e-04	0	5e-04	0.000875	0	0	0.00025	0.00075	0.00175	0	0.000375	0.00025	0	0
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia|s__Blautia schinkii"	0.00025	5e-04	5e-04	0.00025	5e-04	0.00025	0	0	0.00025	0.00025	0	0	0.00025	0.001	0	0.00025	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides finegoldii"	0.00025	0	0.00025	0.00075	0	0.00025	0	0	0	0	0	0.00025	0.00025	0	0	0.00075	0.00025	0.00025	0	0	0	0.00025	0	0	0.00025	0	0	0	0	0.00025	0.00025	0.00125	0.00025	0.00025
