Extract_ID	Sample_ID	Extract_Type	Extract_Date	Extracted_By	Extract_Conc_ng_uL	Extract_Kit	Extract_Box	Extract_Notes
RNA1-JOA-28-MGE	JOA-28-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-HER-67-MGE	HER-67-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-IVY-67-MGE	IVY-67-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-JAR-68-MGE	JAR-68-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-FRA-68-MGE	FRA-68-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-OPH-69-MGE	OPH-69-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-CHA-69-MGE	CHA-69-MGE	RNA	2023-11-30	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-JOA-36-MGE	JOA-36-MGE	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-IVY-44-DRS	IVY-44-DRS	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-IVY-44-MGE	IVY-44-MGE	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 4	
RNA1-CHA-44-DRS	CHA-44-DRS	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-CHA-44-MGE	CHA-44-MGE	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-JAR-45-DRS	JAR-45-DRS	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-JAR-45-MGE	JAR-45-MGE	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-FRA-45-DRS	FRA-45-DRS	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-FRA-45-MGE	FRA-45-MGE	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GOO-46-DRS	GOO-46-DRS	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GOO-46-MGE	GOO-46-MGE	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GRO-46-DRS	GRO-46-DRS	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GRO-46-MGE	GRO-46-MGE	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-LAM-48-DRS	LAM-48-DRS	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-LAM-48-MGE	LAM-48-MGE	RNA	2023-12-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-HEN-36-MGE	HEN-36-MGE	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-HAM-41-DRS	HAM-41-DRS	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-HAM-41-MGE	HAM-41-MGE	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-JOA-41-DRS	JOA-41-DRS	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-JOA-41-MGE	JOA-41-MGE	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-IRI-44-DRS	IRI-44-DRS	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-IRI-44-MGE	IRI-44-MGE	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GRO-44-DRS	GRO-44-DRS	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GRO-44-MGE	GRO-44-MGE	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-BUD-48-DRS	BUD-48-DRS	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-BUD-48-MGE	BUD-48-MGE	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-HER-49-DRS	HER-49-DRS	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-HER-49-MGE	HER-49-MGE	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-JAR-49-DRS	JAR-49-DRS	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-JAR-49-MGE	JAR-49-MGE	RNA	2023-12-08	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-HAM-9-DRS	HAM-9-DRS	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-HAM-9-MGE	HAM-9-MGE	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-FRA-9-DRS	FRA-9-DRS	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-FRA-9-MGE	FRA-9-MGE	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-HER-11-DRS	HER-11-DRS	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-HER-11-MGE	HER-11-MGE	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-PAD-11-DRS	PAD-11-DRS	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-PAD-11-MGE	PAD-11-MGE	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-KUB-14-DRS	KUB-14-DRS	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-KUB-14-MGE	KUB-14-MGE	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GIN-14-DRS	GIN-14-DRS	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GIN-14-MGE	GIN-14-MGE	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-KOR-17-DRS	KOR-17-DRS	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-KOR-17-MGE	KOR-17-MGE	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GIN-36-MGE	GIN-36-MGE	RNA	2023-12-29	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-HER-37-MGE	HER-37-MGE	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GOO-42-DRS	GOO-42-DRS	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GOO-42-MGE	GOO-42-MGE	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-LAM-44-DRS	LAM-44-DRS	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-LAM-44-MGE	LAM-44-MGE	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-MAR-44-DRS	MAR-44-DRS	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-MAR-44-MGE	MAR-44-MGE	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-OPH-45-DRS	OPH-45-DRS	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-OPH-45-MGE	OPH-45-MGE	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-CHA-45-DRS	CHA-45-DRS	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-CHA-45-MGE	CHA-45-MGE	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-IRI-46-DRS	IRI-46-DRS	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-IRI-46-MGE	IRI-46-MGE	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-BUD-46-DRS	BUD-46-DRS	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-BUD-46-MGE	BUD-46-MGE	RNA	2024-01-05	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-PAD-5-DRS	PAD-5-DRS	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-PAD-5-MGE	PAD-5-MGE	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-KOR-6-DRS	KOR-6-DRS	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-KOR-6-MGE	KOR-6-MGE	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-IRI-7-DRS	IRI-7-DRS	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-IRI-7-MGE	IRI-7-MGE	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GIN-7-DRS	GIN-7-DRS	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GIN-7-MGE	GIN-7-MGE	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-JOA-21-DRS	JOA-21-DRS	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-JOA-21-MGE	JOA-21-MGE	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-IVY-24-DRS	IVY-24-DRS	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-IVY-24-MGE	IVY-24-MGE	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-MAR-24-DRS	MAR-24-DRS	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-MAR-24-MGE	MAR-24-MGE	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-OPH-37-MGE	OPH-37-MGE	RNA	2024-01-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 5	
RNA1-GRO-37-MGE	GRO-37-MGE	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-OPH-55-DRS	OPH-55-DRS	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-OPH-55-MGE	OPH-55-MGE	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-GIN-55-DRS	GIN-55-DRS	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-GIN-55-MGE	GIN-55-MGE	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-BUD-56-DRS	BUD-56-DRS	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-BUD-56-MGE	BUD-56-MGE	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-GOO-58-DRS	GOO-58-DRS	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-GOO-58-MGE	GOO-58-MGE	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-OPH-59-DRS	OPH-59-DRS	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-OPH-59-MGE	OPH-59-MGE	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-IRI-60-DRS	IRI-60-DRS	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-IRI-60-MGE	IRI-60-MGE	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-MAR-60-DRS	MAR-60-DRS	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-MAR-60-MGE	MAR-60-MGE	RNA	2024-01-31	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-IVY-9-DRS	IVY-9-DRS	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-IVY-9-MGE	IVY-9-MGE	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-HEN-9-DRS	HEN-9-DRS	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-HEN-9-MGE	HEN-9-MGE	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-HER-14-DRS	HER-14-DRS	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-HER-14-MGE	HER-14-MGE	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-WOL-14-DRS	WOL-14-DRS	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-WOL-14-MGE	WOL-14-MGE	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-KUB-37-MGE	KUB-37-MGE	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-JAR-50-DRS	JAR-50-DRS	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-JAR-50-MGE	JAR-50-MGE	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-CHA-50-DRS	CHA-50-DRS	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-CHA-50-MGE	CHA-50-MGE	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-FRA-56-DRS	FRA-56-DRS	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-FRA-56-MGE	FRA-56-MGE	RNA	2024-04-17	SA		Quick-DNA/RNA MagBead	RNA Extracts 6	
RNA1-GOO-37-MGE	GOO-37-MGE	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-OPH-48-DRS	OPH-48-DRS	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-OPH-48-MGE	OPH-48-MGE	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-FRA-48-DRS	FRA-48-DRS	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-FRA-48-MGE	FRA-48-MGE	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-WOL-49-DRS	WOL-49-DRS	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-WOL-49-MGE	WOL-49-MGE	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-CHA-49-DRS	CHA-49-DRS	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-CHA-49-MGE	CHA-49-MGE	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-LAM-50-DRS	LAM-50-DRS	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-LAM-50-MGE	LAM-50-MGE	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-BUD-50-DRS	BUD-50-DRS	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-BUD-50-MGE	BUD-50-MGE	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-JOA-51-DRS	JOA-51-DRS	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-JOA-51-MGE	JOA-51-MGE	RNA	2024-04-23	SA		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-LAM-37-MGE	LAM-37-MGE	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-GOO-44-DRS	GOO-44-DRS	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-GOO-44-MGE	GOO-44-MGE	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-JOA-44-DRS	JOA-44-DRS	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-JOA-44-MGE	JOA-44-MGE	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-WOL-46-DRS	WOL-46-DRS	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-WOL-46-MGE	WOL-46-MGE	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-IVY-46-DRS	IVY-46-DRS	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-IVY-46-MGE	IVY-46-MGE	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-KUB-48-DRS	KUB-48-DRS	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-KUB-48-MGE	KUB-48-MGE	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-GRO-48-DRS	GRO-48-DRS	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-GRO-48-MGE	GRO-48-MGE	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-FRA-49-DRS	FRA-49-DRS	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
RNA1-FRA-49-MGE	FRA-49-MGE	RNA	2024-06-05	SA/TSP		Quick-DNA/RNA MagBead	RNA Extracts 7	
