ExtractID	ExtractDate	ExtractedBy	ExtractType	ExtractKit	SampleID	ExtractConcentration	ExtractBox	ExtractNotes
RNA1-JAR-3-MGE	10/27/23	SA/SK	RNA	Quick-DNA/RNA MagBead	JAR-3-MGE	16		
RNA1-GOO-4-DRS	10/27/23	SA/SK	RNA	Quick-DNA/RNA MagBead	GOO-4-DRS	17		
RNA1-GOO-4-MGE	10/27/23	SA/SK	RNA	Quick-DNA/RNA MagBead	GOO-4-MGE	17		
RNA1-MAR-37-MGE	10/27/23	SA/SK	RNA	Quick-DNA/RNA MagBead	MAR-37-MGE	25		
RNA1-IVY-2-DRS	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-2-DRS		RNA Box 4	
RNA1-IVY-2-MGE	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-2-MGE		RNA Box 4	
RNA1-JOA-3-DRS	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	JOA-3-DRS		RNA Box 4	
RNA1-JOA-3-MGE	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	JOA-3-MGE		RNA Box 4	
RNA1-PAD-6-DRS	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	PAD-6-DRS		RNA Box 4	
RNA1-PAD-6-MGE	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	PAD-6-MGE		RNA Box 4	
RNA1-IRI-11-DRS	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-11-DRS		RNA Box 4	
RNA1-IRI-11-MGE	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-11-MGE		RNA Box 4	
RNA1-OPH-17-DRS	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-17-DRS		RNA Box 4	
RNA1-OPH-17-MGE	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-17-MGE		RNA Box 4	
RNA1-LAM-18-DRS	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-18-DRS		RNA Box 4	
RNA1-LAM-18-MGE	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-18-MGE		RNA Box 4	
RNA1-HER-19-DRS	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	HER-19-DRS		RNA Box 4	
RNA1-HER-19-MGE	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	HER-19-MGE		RNA Box 4	
RNA1-MAR-36-MGE	10/31/23	SA	RNA	Quick-DNA/RNA MagBead	MAR-36-MGE		RNA Box 4	
RNA1-KOR-20-DRS	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-20-DRS		RNA Box 4	
RNA1-KUB-20-MGE	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-20-MGE		RNA Box 4	
RNA1-IRI-29-DRS	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-29-DRS		RNA Box 4	
RNA1-IRI-29-MGE	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-29-MGE		RNA Box 4	
RNA1-KUB-30-DRS	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-30-DRS		RNA Box 4	
RNA1-KUB-30-MGE	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-30-MGE		RNA Box 4	
RNA1-HAM-31-DRS	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-31-DRS		RNA Box 4	
RNA1-HAM-31-MGE	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-31-MGE		RNA Box 4	
RNA1-JAR-32-DRS	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-32-DRS		RNA Box 4	
RNA1-JAR-32-MGE	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-32-MGE		RNA Box 4	
RNA1-BUD-36-MGE	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	BUD-36-MGE		RNA Box 4	
RNA1-FRA-44-DRS	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-44-DRS		RNA Box 4	
RNA1-FRA-44-MGE	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-44-MGE		RNA Box 4	
RNA1-IVY-45-DRS	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-45-DRS		RNA Box 4	
RNA1-IVY-45-MGE	11/1/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-45-MGE		RNA Box 4	
RNA1-LAM-46-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-46-MGE		RNA Box 4	
RNA1-CHA-46-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	CHA-46-MGE		RNA Box 4	
RNA1-GRO-47-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	GRO-47-MGE		RNA Box 4	
RNA1-GIN-47-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-47-MGE		RNA Box 4	
RNA1-IRI-48-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-48-MGE		RNA Box 4	
RNA1-MAR-48-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	MAR-48-MGE		RNA Box 4	
RNA1-KOR-49-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-49-MGE		RNA Box 4	
RNA1-BUD-49-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	BUD-49-MGE		RNA Box 4	
RNA1-KUB-50-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-50-MGE		RNA Box 4	
RNA1-GIN-58-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-58-MGE		RNA Box 4	
RNA1-GOO-59-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	GOO-59-MGE		RNA Box 4	
RNA1-HEN-59-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	HEN-59-MGE		RNA Box 4	
RNA1-WOL-60-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	WOL-60-MGE		RNA Box 4	
RNA1-JOA-62-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	JOA-62-MGE		RNA Box 4	
RNA1-OPH-63-MGE	11/3/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-63-MGE		RNA Box 4	
RNA1-HAM-22-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-22-MGE		RNA Box 4	
RNA1-FRA-22-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-22-MGE		RNA Box 4	
RNA1-KUB-24-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-24-MGE		RNA Box 4	
RNA1-GRO-24-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	GRO-24-MGE		RNA Box 4	
RNA1-KOR-25-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-25-MGE		RNA Box 4	
RNA1-MAR-25-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	MAR-25-MGE		RNA Box 4	
RNA1-WOL-28-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	WOL-28-MGE		RNA Box 4	
RNA1-BUD-28-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	BUD-28-MGE		RNA Box 4	
RNA1-JOA-28-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	JOA-28-MGE		RNA Box 4	
RNA1-HER-67-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	HER-67-MGE		RNA Box 4	
RNA1-IVY-67-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-67-MGE		RNA Box 4	
RNA1-JAR-68-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-68-MGE		RNA Box 4	
RNA1-FRA-68-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-68-MGE		RNA Box 4	
RNA1-OPH-69-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	OPH-69-MGE		RNA Box 4	
RNA1-CHA-69-MGE	11/30/23	SA	RNA	Quick-DNA/RNA MagBead	CHA-69-MGE		RNA Box 4	
RNA1-JOA-36-MGE	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	JOA-36-MGE		RNA Box 4	
RNA1-IVY-44-DRS	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-44-DRS		RNA Box 4	
RNA1-IVY-44-MGE	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	IVY-44-MGE		RNA Box 4	
RNA1-CHA-44-DRS	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	CHA-44-DRS		RNA Box 5	
RNA1-CHA-44-MGE	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	CHA-44-MGE		RNA Box 5	
RNA1-JAR-45-DRS	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-45-DRS		RNA Box 5	
RNA1-JAR-45-MGE	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-45-MGE		RNA Box 5	
RNA1-FRA-45-DRS	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-45-DRS		RNA Box 5	
RNA1-FRA-45-MGE	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-45-MGE		RNA Box 5	
RNA1-GOO-46-DRS	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	GOO-46-DRS		RNA Box 5	
RNA1-GOO-46-MGE	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	GOO-46-MGE		RNA Box 5	
RNA1-GRO-46-DRS	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	GRO-46-DRS		RNA Box 5	
RNA1-GRO-46-MGE	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	GRO-46-MGE		RNA Box 5	
RNA1-LAM-48-DRS	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-48-DRS		RNA Box 5	
RNA1-LAM-48-MGE	12/5/23	SA	RNA	Quick-DNA/RNA MagBead	LAM-48-MGE		RNA Box 5	
RNA1-HEN-36-MGE	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	HEN-36-MGE		RNA Box 5	
RNA1-HAM-41-DRS	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-41-DRS		RNA Box 5	
RNA1-HAM-41-MGE	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-41-MGE		RNA Box 5	
RNA1-JOA-41-DRS	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	JOA-41-DRS		RNA Box 5	
RNA1-JOA-41-MGE	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	JOA-41-MGE		RNA Box 5	
RNA1-IRI-44-DRS	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-44-DRS		RNA Box 5	
RNA1-IRI-44-MGE	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	IRI-44-MGE		RNA Box 5	
RNA1-GRO-44-DRS	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	GRO-44-DRS		RNA Box 5	
RNA1-GRO-44-MGE	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	GRO-44-MGE		RNA Box 5	
RNA1-BUD-48-DRS	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	BUD-48-DRS		RNA Box 5	
RNA1-BUD-48-MGE	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	BUD-48-MGE		RNA Box 5	
RNA1-HER-49-DRS	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	HER-49-DRS		RNA Box 5	
RNA1-HER-49-MGE	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	HER-49-MGE		RNA Box 5	
RNA1-JAR-49-DRS	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-49-DRS		RNA Box 5	
RNA1-JAR-49-MGE	12/8/23	SA	RNA	Quick-DNA/RNA MagBead	JAR-49-MGE		RNA Box 5	
RNA1-HAM-9-DRS	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-9-DRS		RNA Box 5	
RNA1-HAM-9-MGE	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	HAM-9-MGE		RNA Box 5	
RNA1-FRA-9-DRS	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-9-DRS		RNA Box 5	
RNA1-FRA-9-MGE	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	FRA-9-MGE		RNA Box 5	
RNA1-HER-11-DRS	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	HER-11-DRS		RNA Box 5	
RNA1-HER-11-MGE	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	HER-11-MGE		RNA Box 5	
RNA1-PAD-11-DRS	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	PAD-11-DRS		RNA Box 5	
RNA1-PAD-11-MGE	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	PAD-11-MGE		RNA Box 5	
RNA1-KUB-14-DRS	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-14-DRS		RNA Box 5	
RNA1-KUB-14-MGE	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	KUB-14-MGE		RNA Box 5	
RNA1-GIN-14-DRS	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-14-DRS		RNA Box 5	
RNA1-GIN-14-MGE	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-14-MGE		RNA Box 5	
RNA1-KOR-17-DRS	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-17-DRS		RNA Box 5	
RNA1-KOR-17-MGE	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	KOR-17-MGE		RNA Box 5	
RNA1-GIN-36-MGE	12/29/23	SA	RNA	Quick-DNA/RNA MagBead	GIN-36-MGE		RNA Box 5	
RNA1-HER-37-MGE	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	HER-37-MGE		RNA Box 5	
RNA1-GOO-42-DRS	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	GOO-42-DRS		RNA Box 5	
RNA1-GOO-42-MGE	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	GOO-42-MGE		RNA Box 5	
RNA1-LAM-44-DRS	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	LAM-44-DRS		RNA Box 5	
RNA1-LAM-44-MGE	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	LAM-44-MGE		RNA Box 5	
RNA1-MAR-44-DRS	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	MAR-44-DRS		RNA Box 5	
RNA1-MAR-44-MGE	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	MAR-44-MGE		RNA Box 5	
RNA1-OPH-45-DRS	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	OPH-45-DRS		RNA Box 5	
RNA1-OPH-45-MGE	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	OPH-45-MGE		RNA Box 5	
RNA1-CHA-45-DRS	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	CHA-45-DRS		RNA Box 5	
RNA1-CHA-45-MGE	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	CHA-45-MGE		RNA Box 5	
RNA1-IRI-46-DRS	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	IRI-46-DRS		RNA Box 5	
RNA1-IRI-46-MGE	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	IRI-46-MGE		RNA Box 5	
RNA1-BUD-46-DRS	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	BUD-46-DRS		RNA Box 5	
RNA1-BUD-46-MGE	1/5/24	SA	RNA	Quick-DNA/RNA MagBead	BUD-46-MGE		RNA Box 5	
RNA1-PAD-5-DRS	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	PAD-5-DRS		RNA Box 5	
RNA1-PAD-5-MGE	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	PAD-5-MGE		RNA Box 5	
RNA1-KOR-6-DRS	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	KOR-6-DRS		RNA Box 5	
RNA1-KOR-6-MGE	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	KOR-6-MGE		RNA Box 5	
RNA1-IRI-7-DRS	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	IRI-7-DRS		RNA Box 5	
RNA1-IRI-7-MGE	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	IRI-7-MGE		RNA Box 5	
RNA1-GIN-7-DRS	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	GIN-7-DRS		RNA Box 5	
RNA1-GIN-7-MGE	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	GIN-7-MGE		RNA Box 5	
RNA1-JOA-21-DRS	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	JOA-21-DRS		RNA Box 5	
RNA1-JOA-21-MGE	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	JOA-21-MGE		RNA Box 5	
RNA1-IVY-24-DRS	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	IVY-24-DRS		RNA Box 5	
RNA1-IVY-24-MGE	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	IVY-24-MGE		RNA Box 5	
RNA1-MAR-24-DRS	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	MAR-24-DRS		RNA Box 5	
RNA1-MAR-24-MGE	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	MAR-24-MGE		RNA Box 5	
RNA1-OPH-37-MGE	1/23/24	SA	RNA	Quick-DNA/RNA MagBead	OPH-37-MGE		RNA Box 5	
RNA1-GRO-37-MGE	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	GRO-37-MGE			
RNA1-OPH-55-DRS	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	OPH-55-DRS			
RNA1-OPH-55-MGE	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	OPH-55-MGE			
RNA1-GIN-55-DRS	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	GIN-55-DRS			
RNA1-GIN-55-MGE	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	GIN-55-MGE			
RNA1-BUD-56-DRS	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	BUD-56-DRS			
RNA1-BUD-56-MGE	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	BUD-56-MGE			
RNA1-GOO-58-DRS	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	GOO-58-DRS			
RNA1-GOO-58-MGE	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	GOO-58-MGE			
RNA1-OPH-59-DRS	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	OPH-59-DRS			
RNA1-OPH-59-MGE	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	OPH-59-MGE			
RNA1-IRI-60-DRS	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	IRI-60-DRS			
RNA1-IRI-60-MGE	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	IRI-60-MGE			
RNA1-MAR-60-DRS	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	MAR-60-DRS			
RNA1-MAR-60-MGE	1/31/24	SA	RNA	Quick-DNA/RNA MagBead	MAR-60-MGE			
RNA1-IVY-9-DRS	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	IVY-9-DRS			
RNA1-IVY-9-MGE	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	IVY-9-MGE			
RNA1-HEN-9-DRS	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	HEN-9-DRS			
RNA1-HEN-9-MGE	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	HEN-9-MGE			
RNA1-HER-14-DRS	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	HER-14-DRS			
RNA1-HER-14-MGE	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	HER-14-MGE			
RNA1-WOL-14-DRS	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	WOL-14-DRS			
RNA1-WOL-14-MGE	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	WOL-14-MGE			
RNA1-KUB-37-MGE	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	KUB-37-MGE			
RNA1-JAR-50-DRS	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	JAR-50-DRS			
RNA1-JAR-50-MGE	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	JAR-50-MGE			
RNA1-CHA-50-DRS	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	CHA-50-DRS			
RNA1-CHA-50-MGE	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	CHA-50-MGE			
RNA1-FRA-56-DRS	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	FRA-56-DRS			
RNA1-FRA-56-MGE	4/17/24	SA	RNA	Quick-DNA/RNA MagBead	FRA-56-MGE			
RNA1-GOO-37-MGE	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	GOO-37-MGE		RNA Box 7	
RNA1-OPH-48-DRS	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	OPH-48-DRS		RNA Box 7	
RNA1-OPH-48-MGE	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	OPH-48-MGE		RNA Box 7	
RNA1-FRA-48-DRS	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	FRA-48-DRS		RNA Box 7	
RNA1-FRA-48-MGE	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	FRA-48-MGE		RNA Box 7	
RNA1-WOL-49-DRS	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	WOL-49-DRS		RNA Box 7	
RNA1-WOL-49-MGE	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	WOL-49-MGE		RNA Box 7	
RNA1-CHA-49-DRS	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	CHA-49-DRS		RNA Box 7	
RNA1-CHA-49-MGE	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	CHA-49-MGE		RNA Box 7	
RNA1-LAM-50-DRS	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	LAM-50-DRS		RNA Box 7	
RNA1-LAM-50-MGE	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	LAM-50-MGE		RNA Box 7	
RNA1-BUD-50-DRS	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	BUD-50-DRS		RNA Box 7	
RNA1-BUD-50-MGE	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	BUD-50-MGE		RNA Box 7	
RNA1-JOA-51-DRS	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	JOA-51-DRS		RNA Box 7	
RNA1-JOA-51-MGE	4/23/24	SA	RNA	Quick-DNA/RNA MagBead	JOA-51-MGE		RNA Box 7	
RNA1-LAM-37-MGE	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	LAM-37-MGE			
RNA1-GOO-44-DRS	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	GOO-44-DRS			
RNA1-GOO-44-MGE	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	GOO-44-MGE			
RNA1-JOA-44-DRS	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	JOA-44-DRS			
RNA1-JOA-44-MGE	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	JOA-44-MGE			
RNA1-WOL-46-DRS	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	WOL-46-DRS			
RNA1-WOL-46-MGE	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	WOL-46-MGE			
RNA1-IVY-46-DRS	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	IVY-46-DRS			
RNA1-IVY-46-MGE	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	IVY-46-MGE			
RNA1-KUB-48-DRS	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	KUB-48-DRS			
RNA1-KUB-48-MGE	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	KUB-48-MGE			
RNA1-GRO-48-DRS	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	GRO-48-DRS			
RNA1-GRO-48-MGE	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	GRO-48-MGE			
RNA1-FRA-49-DRS	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	FRA-49-DRS			
RNA1-FRA-49-MGE	6/5/24	SA/TSP	RNA	Quick-DNA/RNA MagBead	FRA-49-MGE			
