Study_Date	Study_Day	Sample_Time	Subject	Bristol
2023-04-03	25	07:30:00	Joans	3
2023-04-05	27	07:30:00	Joans	2
2023-04-06	28	08:00:00	Joans	3
2023-04-07	29	07:30:00	Joans	3
2023-04-08	30	08:00:00	Joans	2
2023-04-10	32	07:30:00	Joans	3
2023-04-12	34	07:30:00	Joans	3
2023-04-13	35	08:00:00	Joans	3
2023-04-14	36	08:00:00	Joans	2
2023-04-15	37	08:00:00	Joans	2
2023-04-16	38	08:00:00	Joans	2
2023-04-17	39	07:30:00	Joans	3
2023-04-19	41	08:00:00	Joans	2
2023-04-19	41	08:00:00	Joans	2
2023-04-20	42	08:00:00	Joans	2
2023-04-21	43	07:30:00	Joans	2
2023-04-22	44	08:00:00	Joans	2
2023-04-23	45	08:00:00	Joans	3
2023-04-24	46	08:00:00	Joans	3
2023-04-25	47	07:30:00	Joans	3
2023-04-26	48	08:00:00	Joans	3
2023-04-27	49	08:00:00	Joans	2
2023-04-28	50	08:00:00	Joans	3
2023-04-29	51	08:00:00	Joans	3
2023-04-30	52	08:00:00	Joans	3
2023-05-01	53	08:00:00	Joans	3
2023-05-02	54	07:30:00	Joans	3
2023-05-03	55	08:00:00	Joans	3
2023-05-04	56	08:00:00	Joans	2
2023-05-05	57	08:00:00	Joans	2
2023-05-06	58	08:00:00	Joans	3
2023-05-07	59	08:00:00	Joans	2
2023-05-08	60	08:00:00	Joans	2
2023-05-09	61	08:00:00	Joans	3
2023-05-10	62	08:00:00	Joans	3
2023-05-13	65	07:30:00	Joans	3
2023-05-14	66	08:00:00	Joans	2
2023-05-17	69	08:00:00	Joans	2
2023-05-18	70	07:30:00	Joans	2
2023-03-29	20	07:30:00	Lambchop	3
2023-03-16	7	07:30:00	Charles	2
2023-03-18	9	08:00:00	Charles	2
2023-03-26	17	08:00:00	Charles	2
2023-03-29	20	08:00:00	Charles	2
2023-04-08	30	08:00:00	Charles	2
2023-04-09	31	07:30:00	Charles	2
2023-04-10	32	07:30:00	Charles	2
2023-04-11	33	08:00:00	Charles	2
2023-04-12	34	07:30:00	Charles	1
2023-04-13	35	08:00:00	Charles	1
2023-04-14	36	08:00:00	Charles	2
2023-04-15	37	08:00:00	Charles	2
2023-04-16	38	08:00:00	Charles	2
2023-04-17	39	07:30:00	Charles	1
2023-04-19	41	08:00:00	Charles	2
2023-04-21	43	07:30:00	Charles	3
2023-04-22	44	08:00:00	Charles	2
2023-04-23	45	08:00:00	Charles	3
2023-04-24	46	08:00:00	Charles	2
2023-04-25	47	07:30:00	Charles	3
2023-04-26	48	08:00:00	Charles	3
2023-04-27	49	08:00:00	Charles	5
2023-04-28	50	08:00:00	Charles	3
2023-04-29	51	08:00:00	Charles	3
2023-04-30	52	08:00:00	Charles	3
2023-05-01	53	08:00:00	Charles	3
2023-05-02	54	07:30:00	Charles	3
2023-05-03	55	08:00:00	Charles	3
2023-05-04	56	08:00:00	Charles	3
2023-05-05	57	08:00:00	Charles	3
2023-05-06	58	08:00:00	Charles	3
2023-05-07	59	08:00:00	Charles	2
2023-05-08	60	08:00:00	Charles	2
2023-05-09	61	08:00:00	Charles	2
2023-05-10	62	08:00:00	Charles	2
2023-05-12	64	07:30:00	Charles	3
2023-05-14	66	08:00:00	Charles	2
2023-05-15	67	08:00:00	Charles	2
2023-05-16	68	08:00:00	Charles	2
2023-05-17	69	08:00:00	Charles	2
2023-05-18	70	07:30:00	Charles	2
2020-03-12	3	07:30:00	Franc	2
2023-03-13	4	07:30:00	Franc	2
2023-03-16	7	07:30:00	Franc	1
2023-03-18	9	08:00:00	Franc	2
2023-03-20	11	08:00:00	Franc	2
2023-03-26	17	08:00:00	Franc	2
2023-03-28	19	07:30:00	Franc	2
2023-03-31	22	07:30:00	Franc	3
2023-04-02	24	07:30:00	Franc	2
2023-04-03	25	07:30:00	Franc	1
2023-04-05	27	07:30:00	Franc	2
2023-04-07	29	07:30:00	Franc	2
2023-04-08	30	08:00:00	Franc	2
2023-04-09	31	07:30:00	Franc	2
2023-04-10	32	07:30:00	Franc	3
2023-04-12	34	07:30:00	Franc	2
2023-04-13	35	08:00:00	Franc	2
2023-04-14	36	08:00:00	Franc	3
2023-04-15	37	08:00:00	Franc	2
2023-04-16	38	08:00:00	Franc	2
2023-04-17	39	07:30:00	Franc	2
2023-04-19	41	08:00:00	Franc	2
2023-04-20	42	08:00:00	Franc	2
2023-04-21	43	07:30:00	Franc	2
2023-04-22	44	08:00:00	Franc	3
2023-04-23	45	08:00:00	Franc	3
2023-04-24	46	08:00:00	Franc	2
2023-04-25	47	07:30:00	Franc	3
2023-04-26	48	08:00:00	Franc	3
2023-04-27	49	08:00:00	Franc	3
2023-04-28	50	08:00:00	Franc	3
2023-04-29	51	08:00:00	Franc	3
2023-04-30	52	08:00:00	Franc	2
2023-05-01	53	08:00:00	Franc	3
2023-05-02	54	07:30:00	Franc	3
2023-05-03	55	08:00:00	Franc	3
2023-05-04	56	08:00:00	Franc	2
2023-05-05	57	08:00:00	Franc	2
2023-05-06	58	08:00:00	Franc	2
2023-05-07	59	08:00:00	Franc	3
2023-05-08	60	08:00:00	Franc	2
2023-05-09	61	08:00:00	Franc	2
2023-05-10	62	08:00:00	Franc	3
2023-05-12	64	07:30:00	Franc	2
2023-05-13	65	07:30:00	Franc	2
2023-05-14	66	08:00:00	Franc	2
2023-05-15	67	08:00:00	Franc	2
2023-05-16	68	08:00:00	Franc	3
2023-05-17	69	08:00:00	Franc	5
2023-05-18	70	07:30:00	Franc	2
2020-03-10	1	07:30:00	Ginger	2
2020-03-11	2	07:30:00	Ginger	3
2020-03-12	3	07:30:00	Ginger	3
2023-03-13	4	07:30:00	Ginger	2
2023-03-16	7	07:30:00	Ginger	3
2023-03-18	9	08:00:00	Ginger	3
2023-03-23	14	08:00:00	Ginger	1
2023-03-26	17	08:00:00	Ginger	2
2023-03-27	18	07:30:00	Ginger	2
2023-03-29	20	08:00:00	Ginger	2
2023-03-31	22	07:30:00	Ginger	2
2023-04-02	24	07:30:00	Ginger	2
2023-04-03	25	07:30:00	Ginger	2
2023-04-05	27	07:30:00	Ginger	1
2023-04-07	29	07:30:00	Ginger	2
2023-04-08	30	08:00:00	Ginger	3
2023-04-09	31	07:30:00	Ginger	2
2023-04-10	32	07:30:00	Ginger	2
2023-04-12	34	07:30:00	Ginger	2
2023-04-13	35	08:00:00	Ginger	2
2023-04-14	36	08:00:00	Ginger	2
2023-04-15	37	08:00:00	Ginger	2
2023-04-16	38	08:00:00	Ginger	2
2023-04-17	39	07:30:00	Ginger	2
2023-04-19	41	08:00:00	Ginger	2
2023-04-19	41	08:00:00	Ginger	2
2023-04-20	42	08:00:00	Ginger	2
2023-04-21	43	07:30:00	Ginger	2
2023-04-21	43	07:30:00	Ginger	2
2023-04-22	44	08:00:00	Ginger	3
2023-04-23	45	08:00:00	Ginger	3
2023-04-24	46	08:00:00	Ginger	3
2023-04-25	47	07:30:00	Ginger	2
2023-04-26	48	08:00:00	Ginger	2
2023-04-26	48	08:00:00	Ginger	2
2023-04-27	49	08:00:00	Ginger	2
2023-04-28	50	08:00:00	Ginger	3
2023-04-29	51	08:00:00	Ginger	2
2023-04-30	52	08:00:00	Ginger	2
2023-05-01	53	08:00:00	Ginger	2
2023-05-02	54	07:30:00	Ginger	2
2023-05-03	55	08:00:00	Ginger	3
2023-05-04	56	08:00:00	Ginger	3
2023-05-05	57	08:00:00	Ginger	2
2023-05-06	58	08:00:00	Ginger	3
2023-05-07	59	08:00:00	Ginger	3
2023-05-08	60	08:00:00	Ginger	2
2023-05-09	61	08:00:00	Ginger	3
2023-05-10	62	08:00:00	Ginger	2
2023-05-12	64	07:30:00	Ginger	2
2023-05-13	65	07:30:00	Ginger	2
2023-05-14	66	08:00:00	Ginger	2
2023-05-15	67	08:00:00	Ginger	2
2023-05-16	68	08:00:00	Ginger	2
2023-05-17	69	08:00:00	Ginger	2
2023-05-18	70	07:30:00	Ginger	2
2020-03-12	3	07:30:00	Grogu	2
2023-03-16	7	07:30:00	Grogu	3
2023-03-18	9	08:00:00	Grogu	3
2023-03-26	17	08:00:00	Grogu	2
2023-03-27	18	07:30:00	Grogu	3
2023-03-31	22	07:30:00	Grogu	2
2023-04-02	24	07:30:00	Grogu	2
2023-04-03	25	07:30:00	Grogu	2
2023-04-05	27	07:30:00	Grogu	2
2023-04-06	28	08:00:00	Grogu	2
2023-04-07	29	07:30:00	Grogu	2
2023-04-08	30	08:00:00	Grogu	3
2023-04-09	31	07:30:00	Grogu	3
2023-04-10	32	07:30:00	Grogu	2
2023-04-12	34	07:30:00	Grogu	2
2023-04-13	35	08:00:00	Grogu	2
2023-04-14	36	08:00:00	Grogu	2
2023-04-15	37	08:00:00	Grogu	3
2023-04-16	38	08:00:00	Grogu	2
2023-04-17	39	07:30:00	Grogu	2
2023-04-19	41	08:00:00	Grogu	2
2023-04-20	42	08:00:00	Grogu	2
2023-04-21	43	07:30:00	Grogu	2
2023-04-22	44	08:00:00	Grogu	3
2023-04-23	45	08:00:00	Grogu	3
2023-04-24	46	08:00:00	Grogu	3
2023-04-25	47	07:30:00	Grogu	3
2023-04-26	48	08:00:00	Grogu	3
2023-04-27	49	08:00:00	Grogu	3
2023-04-28	50	08:00:00	Grogu	3
2023-04-29	51	08:00:00	Grogu	3
2023-04-30	52	08:00:00	Grogu	3
2023-05-01	53	08:00:00	Grogu	3
2023-05-02	54	07:30:00	Grogu	3
2023-05-03	55	08:00:00	Grogu	3
2023-05-04	56	08:00:00	Grogu	3
2023-05-05	57	08:00:00	Grogu	3
2023-05-06	58	08:00:00	Grogu	3
2023-05-07	59	08:00:00	Grogu	2
2023-05-08	60	08:00:00	Grogu	2
2023-05-09	61	08:00:00	Grogu	4
2023-05-10	62	08:00:00	Grogu	2
2023-05-12	64	07:30:00	Grogu	3
2023-05-13	65	07:30:00	Grogu	2
2023-05-14	66	08:00:00	Grogu	2
2023-05-15	67	08:00:00	Grogu	2
2023-05-16	68	08:00:00	Grogu	3
2023-05-17	69	08:00:00	Grogu	2
2023-05-18	70	07:30:00	Grogu	3
2020-03-11	2	07:30:00	Henry	3
2020-03-12	3	07:30:00	Henry	2
2023-03-13	4	07:30:00	Henry	3
2023-03-15	6	07:30:00	Henry	3
2023-03-16	7	07:30:00	Henry	3
2023-03-18	9	08:00:00	Henry	3
2023-03-23	14	08:00:00	Henry	1
2023-03-26	17	08:00:00	Henry	2
2023-03-31	22	07:30:00	Henry	2
2023-04-02	24	07:30:00	Henry	2
2023-04-03	25	07:30:00	Henry	2
2023-04-05	27	07:30:00	Henry	2
2023-04-07	29	07:30:00	Henry	3
2023-04-08	30	08:00:00	Henry	2
2023-04-09	31	07:30:00	Henry	3
2023-04-10	32	07:30:00	Henry	2
2023-04-12	34	07:30:00	Henry	2
2023-04-13	35	08:00:00	Henry	2
2023-04-14	36	08:00:00	Henry	2
2023-04-15	37	08:00:00	Henry	3
2023-04-16	38	08:00:00	Henry	2
2023-04-17	39	07:30:00	Henry	2
2023-04-19	41	08:00:00	Henry	2
2023-04-19	41	08:00:00	Henry	2
2023-04-20	42	08:00:00	Henry	2
2023-04-21	43	07:30:00	Henry	2
2023-04-22	44	08:00:00	Henry	3
2023-04-23	45	08:00:00	Henry	3
2023-04-24	46	08:00:00	Henry	3
2023-04-25	47	07:30:00	Henry	3
2023-04-26	48	08:00:00	Henry	3
2023-04-27	49	08:00:00	Henry	3
2023-04-28	50	08:00:00	Henry	3
2023-04-29	51	08:00:00	Henry	4
2023-04-30	52	08:00:00	Henry	2
2023-05-01	53	08:00:00	Henry	3
2023-05-02	54	07:30:00	Henry	3
2023-05-03	55	08:00:00	Henry	3
2023-05-04	56	08:00:00	Henry	4
2023-05-05	57	08:00:00	Henry	6
2023-05-06	58	08:00:00	Henry	4
2023-05-07	59	08:00:00	Henry	2
2023-05-08	60	08:00:00	Henry	2
2023-05-09	61	08:00:00	Henry	3
2023-05-10	62	08:00:00	Henry	4
2023-05-12	64	07:30:00	Henry	2
2023-05-13	65	07:30:00	Henry	2
2023-05-14	66	08:00:00	Henry	2
2023-05-15	67	08:00:00	Henry	3
2023-05-16	68	08:00:00	Henry	2
2023-05-17	69	08:00:00	Henry	2
2023-05-18	70	07:30:00	Henry	2
2020-03-10	1	07:30:00	Ivy	1
2020-03-11	2	07:30:00	Ivy	2
2020-03-12	3	07:30:00	Ivy	1
2023-03-13	4	07:30:00	Ivy	2
2023-03-15	6	07:30:00	Ivy	2
2023-03-16	7	07:30:00	Ivy	1
2023-03-16	7	07:30:00	Ivy	1
2023-03-18	9	08:00:00	Ivy	1
2023-03-26	17	08:00:00	Ivy	2
2023-03-27	18	07:30:00	Ivy	4
2023-03-28	19	07:30:00	Ivy	4
2023-03-31	22	07:30:00	Ivy	2
2023-04-02	24	07:30:00	Ivy	2
2023-04-03	25	07:30:00	Ivy	2
2023-04-05	27	07:30:00	Ivy	1
2023-04-07	29	07:30:00	Ivy	2
2023-04-08	30	08:00:00	Ivy	4
2023-04-09	31	07:30:00	Ivy	4
2023-04-10	32	07:30:00	Ivy	2
2023-04-12	34	07:30:00	Ivy	2
2023-04-13	35	08:00:00	Ivy	3
2023-04-14	36	08:00:00	Ivy	2
2023-04-15	37	08:00:00	Ivy	3
2023-04-16	38	08:00:00	Ivy	3
2023-04-17	39	07:30:00	Ivy	3
2023-04-19	41	08:00:00	Ivy	3
2023-04-20	42	08:00:00	Ivy	4
2023-04-21	43	07:30:00	Ivy	3
2023-04-22	44	08:00:00	Ivy	3
2023-04-23	45	08:00:00	Ivy	3
2023-04-24	46	08:00:00	Ivy	3
2023-04-25	47	07:30:00	Ivy	2
2023-04-26	48	08:00:00	Ivy	4
2023-04-27	49	08:00:00	Ivy	3
2023-04-28	50	08:00:00	Ivy	3
2023-04-29	51	08:00:00	Ivy	5
2023-04-30	52	08:00:00	Ivy	3
2023-05-01	53	08:00:00	Ivy	3
2023-05-02	54	07:30:00	Ivy	2
2023-05-03	55	08:00:00	Ivy	4
2023-05-04	56	08:00:00	Ivy	3
2023-05-05	57	08:00:00	Ivy	3
2023-05-06	58	08:00:00	Ivy	3
2023-05-07	59	08:00:00	Ivy	2
2023-05-08	60	08:00:00	Ivy	2
2023-05-09	61	08:00:00	Ivy	3
2023-05-10	62	08:00:00	Ivy	4
2023-05-12	64	07:30:00	Ivy	3
2023-05-13	65	07:30:00	Ivy	3
2023-05-14	66	08:00:00	Ivy	3
2023-05-15	67	08:00:00	Ivy	2
2023-05-16	68	08:00:00	Ivy	3
2023-05-17	69	08:00:00	Ivy	2
2023-05-18	70	07:30:00	Ivy	2
2020-03-12	3	07:30:00	Marshmallow	3
2023-03-15	6	07:30:00	Marshmallow	4
2023-03-16	7	07:30:00	Marshmallow	3
2023-03-18	9	08:00:00	Marshmallow	2
2023-03-26	17	08:00:00	Marshmallow	2
2023-03-31	22	07:30:00	Marshmallow	2
2023-04-02	24	07:30:00	Marshmallow	2
2023-04-03	25	07:30:00	Marshmallow	2
2023-04-05	27	07:30:00	Marshmallow	2
2023-04-06	28	08:00:00	Marshmallow	3
2023-04-07	29	07:30:00	Marshmallow	2
2023-04-08	30	08:00:00	Marshmallow	2
2023-04-09	31	07:30:00	Marshmallow	2
2023-04-10	32	07:30:00	Marshmallow	2
2023-04-12	34	07:30:00	Marshmallow	2
2023-04-13	35	08:00:00	Marshmallow	3
2023-04-14	36	08:00:00	Marshmallow	2
2023-04-15	37	08:00:00	Marshmallow	3
2023-04-16	38	08:00:00	Marshmallow	3
2023-04-17	39	07:30:00	Marshmallow	2
2023-04-19	41	08:00:00	Marshmallow	3
2023-04-20	42	08:00:00	Marshmallow	3
2023-04-21	43	07:30:00	Marshmallow	3
2023-04-22	44	08:00:00	Marshmallow	3
2023-04-23	45	08:00:00	Marshmallow	3
2023-04-24	46	08:00:00	Marshmallow	3
2023-04-25	47	07:30:00	Marshmallow	2
2023-04-26	48	08:00:00	Marshmallow	3
2023-04-27	49	08:00:00	Marshmallow	2
2023-04-28	50	08:00:00	Marshmallow	3
2023-04-29	51	08:00:00	Marshmallow	3
2023-04-30	52	08:00:00	Marshmallow	3
2023-05-01	53	08:00:00	Marshmallow	3
2023-05-02	54	07:30:00	Marshmallow	3
2023-05-03	55	08:00:00	Marshmallow	3
2023-05-04	56	08:00:00	Marshmallow	3
2023-05-05	57	08:00:00	Marshmallow	2
2023-05-06	58	08:00:00	Marshmallow	2
2023-05-07	59	08:00:00	Marshmallow	2
2023-05-08	60	08:00:00	Marshmallow	3
2023-05-09	61	08:00:00	Marshmallow	3
2023-05-10	62	08:00:00	Marshmallow	3
2023-05-12	64	07:30:00	Marshmallow	3
2023-05-13	65	07:30:00	Marshmallow	4
2023-05-14	66	08:00:00	Marshmallow	3
2023-05-15	67	08:00:00	Marshmallow	2
2023-05-16	68	08:00:00	Marshmallow	2
2023-05-17	69	08:00:00	Marshmallow	2
2023-05-18	70	07:30:00	Marshmallow	2
2020-03-10	1	07:30:00	Padme	4
2020-03-12	3	07:30:00	Padme	3
2023-03-14	5	08:00:00	Padme	4
2023-03-15	6	07:30:00	Padme	4
2023-03-16	7	07:30:00	Padme	4
2023-03-18	9	08:00:00	Padme	3
2023-03-20	11	08:00:00	Padme	1
2023-03-24	15	08:00:00	Padme	3
2023-03-26	17	08:00:00	Padme	5
2023-03-29	20	08:00:00	Padme	4
